pool,linkage_method,denoise,lookback_years,rebalance_frequency,drift_threshold,ann_return,ann_vol,sharpe_ratio,sortino_ratio,max_drawdown,ann_turnover,total_friction_costs,total_taxes,rebalance_events
etf,single,True,4,semi-annually,0.0,0.05158124995406799,0.053577134926259505,0.962747448609588,1.2939417048583433,-0.175765583075266,0.6788051727859096,742.7364471016804,58251.4822535035,45
etf,single,True,4,semi-annually,0.015,0.05295027880829806,0.05380632321167884,0.9840902638893755,1.3202414996243683,-0.1683881665210193,0.622531356374403,681.1626463382071,57631.31439477428,45
etf,single,True,4,semi-annually,0.03,0.0526788310948858,0.053690117697315694,0.9811643809735874,1.3196903902287445,-0.17744835763390743,0.6073180998033794,664.5165738163465,51081.3870655608,45
etf,single,True,5,monthly,0.0,0.045083450111470746,0.053008572660599065,0.8504935682786454,1.1657715286398072,-0.18176627951788227,0.7812106748458085,818.9611701532104,46455.448097945795,253
etf,single,True,5,monthly,0.015,0.045788382378926684,0.05316181681050615,0.861302060878358,1.1778523058256893,-0.17991522725777587,0.7279813536779347,763.1596449644934,47755.89491912733,250
etf,single,True,5,monthly,0.03,0.045499182328945675,0.05290410164590819,0.8600312813829768,1.1810000292614615,-0.17710314367415597,0.7099391171582322,744.2455522515734,45278.57340224415,243
etf,single,True,5,quarterly,0.0,0.0446183371812352,0.05296937050314028,0.8423422207479322,1.1618715636543153,-0.17941635694175104,0.6379441936573693,666.1517192633011,41981.64798651292,85
etf,single,True,5,quarterly,0.015,0.046184157356445654,0.05287101784142492,0.8735250283050149,1.2031252066244955,-0.17608897159356998,0.5775041852290895,603.0392778819296,41945.56212917999,85
etf,single,True,5,quarterly,0.03,0.045509693569882215,0.05262873500775802,0.8647309034346657,1.192376999309259,-0.1743140393345421,0.572921274197367,598.2537275260117,40140.76668719978,85
etf,single,True,5,semi-annually,0.0,0.04145942233094724,0.056378985031707636,0.7353701438156502,1.0241498733163406,-0.21120194836618514,0.558175259679973,582.8556989512435,35905.208347581065,43
etf,single,True,5,semi-annually,0.015,0.0434245097997672,0.05629072605871588,0.7714327534960527,1.07288190347207,-0.21162569179838064,0.5221545237507222,545.2422597084886,36240.35454753273,43
etf,single,True,5,semi-annually,0.03,0.041654632197820174,0.05589852326120691,0.7451830525678328,1.0369388804378745,-0.21648860824703176,0.5004951125841092,522.6251497319076,33847.326358925806,43
